source,target,type
PROC_8879,E103_외식조리제과제빵학과,FOR_MAJOR
PROC_8879,다군,IN_PERIOD
I106,PROC_8880,OFFERS
PROC_8880,I106_자율전공학부,FOR_MAJOR
PROC_8880,다군,IN_PERIOD
I106,PROC_8881,OFFERS
PROC_8881,I106_에너지화학공학과,FOR_MAJOR
PROC_8881,가군,IN_PERIOD
I106,PROC_8882,OFFERS
PROC_8882,I106_인공지능공학과,FOR_MAJOR
PROC_8882,가군,IN_PERIOD
I106,PROC_8883,OFFERS
PROC_8883,I106_수산생명의학과,FOR_MAJOR
PROC_8883,다군,IN_PERIOD
I106,PROC_8884,OFFERS
PROC_8884,I106_아트앤디자인학부,FOR_MAJOR
PROC_8884,다군,IN_PERIOD
I106,PROC_8885,OFFERS
PROC_8885,I106_음악공연기획학부,FOR_MAJOR
PROC_8885,다군,IN_PERIOD
I106,PROC_8886,OFFERS
PROC_8886,I106_국제차문화학과(야),FOR_MAJOR
PROC_8886,다군,IN_PERIOD
I106,PROC_8887,OFFERS
PROC_8887,I106_금융세무부동산학과(야),FOR_MAJOR
PROC_8887,다군,IN_PERIOD
I106,PROC_8888,OFFERS
PROC_8888,I106_스마트에너지학과(야),FOR_MAJOR
PROC_8888,다군,IN_PERIOD
I106,PROC_8889,OFFERS
PROC_8889,I106_스마트조선시스템학과(야),FOR_MAJOR
PROC_8889,다군,IN_PERIOD
I106,PROC_8890,OFFERS
PROC_8890,I106_레저스포츠지도학과(야),FOR_MAJOR
PROC_8890,다군,IN_PERIOD
I107,PROC_8891,OFFERS
PROC_8891,I107_첨단해양모빌리티학과,FOR_MAJOR
PROC_8891,가군,IN_PERIOD
I107,PROC_8892,OFFERS
PROC_8892,I107_해양스포츠학과,FOR_MAJOR
PROC_8892,가군,IN_PERIOD
I107,PROC_8893,OFFERS
PROC_8893,I107_해양스포츠학과,FOR_MAJOR
PROC_8893,가군,IN_PERIOD
E104,PROC_8894,OFFERS
PROC_8894,E104_철도건설공학과,FOR_MAJOR
PROC_8894,가군,IN_PERIOD
F113,PROC_8895,OFFERS
PROC_8895,F113_외식산업학부,FOR_MAJOR
PROC_8895,가군,IN_PERIOD
F113,PROC_8896,OFFERS
PROC_8896,F113_외식산업학부,FOR_MAJOR
PROC_8896,가군,IN_PERIOD
N118,PROC_8897,OFFERS
PROC_8897,N118_스마트모빌리티공학과,FOR_MAJOR
PROC_8897,다군,IN_PERIOD
N118,PROC_8898,OFFERS
PROC_8898,N118_디지털금융학과,FOR_MAJOR
PROC_8898,다군,IN_PERIOD
N108,PROC_8899,OFFERS
PROC_8899,N108_자율전공학부,FOR_MAJOR
PROC_8899,다군,IN_PERIOD
N110,PROC_8900,OFFERS
PROC_8900,N110_반도체공학전공,FOR_MAJOR
PROC_8900,가군,IN_PERIOD
N111,PROC_8901,OFFERS
PROC_8901,N111_통합모집(자유전공),FOR_MAJOR
PROC_8901,나군,IN_PERIOD
N111,PROC_8902,OFFERS
PROC_8902,N111_통합모집(자유전공),FOR_MAJOR
PROC_8902,나군,IN_PERIOD
N111,PROC_8903,OFFERS
PROC_8903,N111_통합모집(자유전공),FOR_MAJOR
PROC_8903,나군,IN_PERIOD
N111,PROC_8904,OFFERS
PROC_8904,N111_통합모집(자유전공),FOR_MAJOR
PROC_8904,나군,IN_PERIOD
A116,PROC_8905,OFFERS
PROC_8905,A116_데이터클라우드공학과,FOR_MAJOR
PROC_8905,가군,IN_PERIOD
A118,PROC_8906,OFFERS
PROC_8906,A118_인공지능학과,FOR_MAJOR
PROC_8906,나군,IN_PERIOD
A118,PROC_8907,OFFERS
PROC_8907,A118_글로벌한국학부,FOR_MAJOR
PROC_8907,나군,IN_PERIOD
A118,PROC_8908,OFFERS
PROC_8908,A118_인공지능학과,FOR_MAJOR
PROC_8908,나군,IN_PERIOD
A118,PROC_8909,OFFERS
PROC_8909,A118_인공지능학과,FOR_MAJOR
PROC_8909,나군,IN_PERIOD
A118,PROC_8910,OFFERS
PROC_8910,A118_게페르트국제학부,FOR_MAJOR
PROC_8910,나군,IN_PERIOD
A118,PROC_8911,OFFERS
PROC_8911,A118_글로벌한국학부,FOR_MAJOR
PROC_8911,나군,IN_PERIOD
A118,PROC_8912,OFFERS
PROC_8912,A118_게페르트국제학부,FOR_MAJOR
PROC_8912,나군,IN_PERIOD
A118,PROC_8913,OFFERS
PROC_8913,A118_글로벌한국학부,FOR_MAJOR
PROC_8913,나군,IN_PERIOD
A122,PROC_8914,OFFERS
PROC_8914,A122_첨단융합학부,FOR_MAJOR
PROC_8914,나군,IN_PERIOD
A122,PROC_8915,OFFERS
PROC_8915,A122_첨단융합학부,FOR_MAJOR
PROC_8915,나군,IN_PERIOD
A122,PROC_8916,OFFERS
PROC_8916,A122_첨단융합학부,FOR_MAJOR
PROC_8916,나군,IN_PERIOD
A122,PROC_8917,OFFERS
PROC_8917,A122_첨단융합학부,FOR_MAJOR
PROC_8917,나군,IN_PERIOD
A122,PROC_8918,OFFERS
PROC_8918,A122_첨단융합학부,FOR_MAJOR
PROC_8918,나군,IN_PERIOD
A124,PROC_8919,OFFERS
PROC_8919,A124_융합바이오헬스전공,FOR_MAJOR
PROC_8919,다군,IN_PERIOD
A124,PROC_8920,OFFERS
PROC_8920,A124_지능형반도체전공,FOR_MAJOR
PROC_8920,다군,IN_PERIOD
A124,PROC_8921,OFFERS
PROC_8921,A124_첨단인공지능전공,FOR_MAJOR
PROC_8921,다군,IN_PERIOD
A125,PROC_8922,OFFERS
PROC_8922,A125_인문자유전공,FOR_MAJOR
PROC_8922,나군,IN_PERIOD
A125,PROC_8923,OFFERS
PROC_8923,A125_사회과학자유전공,FOR_MAJOR
PROC_8923,나군,IN_PERIOD
A125,PROC_8924,OFFERS
PROC_8924,A125_메타버스융합콘텐츠전공,FOR_MAJOR
PROC_8924,다군,IN_PERIOD
A125,PROC_8925,OFFERS
PROC_8925,A125_식품영양학과,FOR_MAJOR
PROC_8925,가군,IN_PERIOD
A125,PROC_8926,OFFERS
PROC_8926,A125_과학기술융합자유전공,FOR_MAJOR
PROC_8926,나군,IN_PERIOD
A125,PROC_8927,OFFERS
PROC_8927,A125_미래산업융합자유전공,FOR_MAJOR
PROC_8927,나군,IN_PERIOD
A125,PROC_8928,OFFERS
PROC_8928,A125_생명환경공학과,FOR_MAJOR
PROC_8928,다군,IN_PERIOD
A125,PROC_8929,OFFERS
PROC_8929,A125_식품영양학과,FOR_MAJOR
PROC_8929,가군,IN_PERIOD
A125,PROC_8930,OFFERS
PROC_8930,A125_생명환경공학과,FOR_MAJOR
PROC_8930,다군,IN_PERIOD
A146,PROC_8931,OFFERS
PROC_8931,A146_아동보육학과,FOR_MAJOR
PROC_8931,나군,IN_PERIOD
A146,PROC_8932,OFFERS
PROC_8932,A146_아동보육학과,FOR_MAJOR
PROC_8932,나군,IN_PERIOD
G105,PROC_8933,OFFERS
PROC_8933,G105_응급구조학과,FOR_MAJOR
PROC_8933,가군,IN_PERIOD
G105,PROC_8934,OFFERS
PROC_8934,G105_컴퓨터공학과,FOR_MAJOR
PROC_8934,다군,IN_PERIOD
G105,PROC_8935,OFFERS
PROC_8935,G105_컴퓨터공학과,FOR_MAJOR
PROC_8935,다군,IN_PERIOD
G105,PROC_8936,OFFERS
PROC_8936,G105_컴퓨터공학과,FOR_MAJOR
PROC_8936,다군,IN_PERIOD
F115,PROC_8937,OFFERS
PROC_8937,F115_방송콘텐츠디자인전공,FOR_MAJOR
PROC_8937,다군,IN_PERIOD
F115,PROC_8938,OFFERS
PROC_8938,F115_시각디자인전공,FOR_MAJOR
PROC_8938,다군,IN_PERIOD
A126,PROC_8939,OFFERS
PROC_8939,A126_경영학부,FOR_MAJOR
PROC_8939,다군,IN_PERIOD
A126,PROC_8940,OFFERS
PROC_8940,A126_미래융합학부,FOR_MAJOR
PROC_8940,나군,IN_PERIOD
A126,PROC_8941,OFFERS
PROC_8941,A126_경영학부,FOR_MAJOR
PROC_8941,다군,IN_PERIOD
C114,PROC_8942,OFFERS
PROC_8942,C114_지능형소프트웨어학과,FOR_MAJOR
PROC_8942,나군,IN_PERIOD
C114,PROC_8943,OFFERS
PROC_8943,C114_반도체융합공학과,FOR_MAJOR
PROC_8943,다군,IN_PERIOD
C114,PROC_8944,OFFERS
PROC_8944,C114_에너지학과,FOR_MAJOR
PROC_8944,다군,IN_PERIOD
G106,PROC_8945,OFFERS
PROC_8945,G106_반려동물산업학과,FOR_MAJOR
PROC_8945,나군,IN_PERIOD
G106,PROC_8946,OFFERS
PROC_8946,G106_재난안전학과,FOR_MAJOR
PROC_8946,나군,IN_PERIOD
G106,PROC_8947,OFFERS
PROC_8947,G106_상담심리학과,FOR_MAJOR
PROC_8947,다군,IN_PERIOD
A129,PROC_8948,OFFERS
PROC_8948,A129_경상호텔관광계열,FOR_MAJOR
PROC_8948,가군,IN_PERIOD
A129,PROC_8949,OFFERS
PROC_8949,A129_인문사회계열,FOR_MAJOR
PROC_8949,나군,IN_PERIOD
A129,PROC_8950,OFFERS
PROC_8950,A129_인공지능데이터사이언스학과,FOR_MAJOR
PROC_8950,나군,IN_PERIOD
A129,PROC_8951,OFFERS
PROC_8951,A129_AI로봇학과,FOR_MAJOR
PROC_8951,나군,IN_PERIOD
A129,PROC_8952,OFFERS
PROC_8952,A129_IT계열,FOR_MAJOR
PROC_8952,가군,IN_PERIOD
A129,PROC_8953,OFFERS
PROC_8953,A129_공과계열,FOR_MAJOR
PROC_8953,나군,IN_PERIOD
A129,PROC_8954,OFFERS
PROC_8954,A129_자연생명계열,FOR_MAJOR
PROC_8954,나군,IN_PERIOD
A129,PROC_8955,OFFERS
PROC_8955,A129_지능형드론융합전공,FOR_MAJOR
PROC_8955,가군,IN_PERIOD
A129,PROC_8956,OFFERS
PROC_8956,A129_경상호텔관광계열,FOR_MAJOR
PROC_8956,나군,IN_PERIOD
A129,PROC_8957,OFFERS
PROC_8957,A129_인문사회계열,FOR_MAJOR
PROC_8957,나군,IN_PERIOD
A129,PROC_8958,OFFERS
PROC_8958,A129_인공지능데이터사이언스학과,FOR_MAJOR
PROC_8958,나군,IN_PERIOD
A129,PROC_8959,OFFERS
PROC_8959,A129_AI로봇학과,FOR_MAJOR
PROC_8959,나군,IN_PERIOD
A129,PROC_8960,OFFERS
PROC_8960,A129_IT계열,FOR_MAJOR
PROC_8960,가군,IN_PERIOD
A129,PROC_8961,OFFERS
PROC_8961,A129_공과계열,FOR_MAJOR
PROC_8961,나군,IN_PERIOD
A129,PROC_8962,OFFERS
PROC_8962,A129_자연생명계열,FOR_MAJOR
PROC_8962,나군,IN_PERIOD
A129,PROC_8963,OFFERS
PROC_8963,A129_지능형드론융합전공,FOR_MAJOR
PROC_8963,가군,IN_PERIOD
A129,PROC_8964,OFFERS
PROC_8964,A129_인문사회계열,FOR_MAJOR
PROC_8964,나군,IN_PERIOD
A129,PROC_8965,OFFERS
PROC_8965,A129_인공지능데이터사이언스학과,FOR_MAJOR
PROC_8965,나군,IN_PERIOD
A129,PROC_8966,OFFERS
PROC_8966,A129_AI로봇학과,FOR_MAJOR
PROC_8966,나군,IN_PERIOD
A129,PROC_8967,OFFERS
PROC_8967,A129_IT계열,FOR_MAJOR
PROC_8967,가군,IN_PERIOD
A129,PROC_8968,OFFERS
PROC_8968,A129_공과계열,FOR_MAJOR
PROC_8968,나군,IN_PERIOD
A129,PROC_8969,OFFERS
PROC_8969,A129_지능형드론융합전공,FOR_MAJOR
PROC_8969,가군,IN_PERIOD
I102,PROC_8970,OFFERS
PROC_8970,I102_글로벌복지한국어학과,FOR_MAJOR
PROC_8970,가군,IN_PERIOD
C116,PROC_8971,OFFERS
PROC_8971,C116_반도체공학과,FOR_MAJOR
PROC_8971,나군,IN_PERIOD
C116,PROC_8972,OFFERS
PROC_8972,C116_반도체공학과,FOR_MAJOR
PROC_8972,나군,IN_PERIOD
A131,PROC_8973,OFFERS
PROC_8973,A131_정보보호학과,FOR_MAJOR
PROC_8973,다군,IN_PERIOD
N112,PROC_8974,OFFERS
PROC_8974,N112_뷰티케어학과,FOR_MAJOR
PROC_8974,나군,IN_PERIOD
N112,PROC_8975,OFFERS
PROC_8975,N112_실내건축디자인학과,FOR_MAJOR
PROC_8975,나군,IN_PERIOD
C141,PROC_8976,OFFERS
PROC_8976,C141_미래스포츠융합학과,FOR_MAJOR
PROC_8976,나군,IN_PERIOD
C141,PROC_8977,OFFERS
PROC_8977,C141_스포츠의학과,FOR_MAJOR
PROC_8977,다군,IN_PERIOD
C141,PROC_8978,OFFERS
PROC_8978,C141_첨단소재공학과,FOR_MAJOR
PROC_8978,나군,IN_PERIOD
L117,PROC_8979,OFFERS
PROC_8979,L117_자유전공학부,FOR_MAJOR
PROC_8979,다군,IN_PERIOD
A132,PROC_8980,OFFERS
PROC_8980,A132_디스플레이융합공학과,FOR_MAJOR
PROC_8980,가군,IN_PERIOD
A132,PROC_8981,OFFERS
PROC_8981,A132_시스템반도체공학과,FOR_MAJOR
PROC_8981,가군,IN_PERIOD
D107,PROC_8982,OFFERS
PROC_8982,D107_AI반도체학부,FOR_MAJOR
PROC_8982,가군,IN_PERIOD
D107,PROC_8983,OFFERS
PROC_8983,D107_AI보건정보관리학과,FOR_MAJOR
PROC_8983,가군,IN_PERIOD
N113,PROC_8984,OFFERS
PROC_8984,N113_레저스포츠관광학과,FOR_MAJOR
PROC_8984,다군,IN_PERIOD
J105,PROC_8985,OFFERS
PROC_8985,J105_응급구조학과,FOR_MAJOR
PROC_8985,나군,IN_PERIOD
O102,PROC_8986,OFFERS
PROC_8986,O102_반도체공학과,FOR_MAJOR
J106,PROC_8987,OFFERS
PROC_8987,J106_응급구조학과,FOR_MAJOR
PROC_8987,나군,IN_PERIOD
G107,PROC_8988,OFFERS
PROC_8988,G107_스마트팜학과,FOR_MAJOR
PROC_8988,가군,IN_PERIOD
G107,PROC_8989,OFFERS
PROC_8989,G107_응급구조학과,FOR_MAJOR
PROC_8989,가군,IN_PERIOD
F129,PROC_8990,OFFERS
PROC_8990,F129_AI소프트웨어학과,FOR_MAJOR
PROC_8990,다군,IN_PERIOD
F129,PROC_8991,OFFERS
PROC_8991,F129_미래자동차학과,FOR_MAJOR
PROC_8991,다군,IN_PERIOD
F129,PROC_8992,OFFERS
PROC_8992,F129_드론로봇응용학과,FOR_MAJOR
PROC_8992,다군,IN_PERIOD
A134,PROC_8993,OFFERS
PROC_8993,A134_지능형반도체공학전공,FOR_MAJOR
PROC_8993,나군,IN_PERIOD
A134,PROC_8994,OFFERS
PROC_8994,A134_인공지능데이터사이언스학부,FOR_MAJOR
PROC_8994,다군,IN_PERIOD
B104,PROC_8995,OFFERS
PROC_8995,B104_스마트물류공학전공,FOR_MAJOR
PROC_8995,다군,IN_PERIOD
B104,PROC_8996,OFFERS
PROC_8996,B104_나노바이오공학전공,FOR_MAJOR
PROC_8996,가군,IN_PERIOD
B104,PROC_8997,OFFERS
PROC_8997,B104_데이터과학과,FOR_MAJOR
PROC_8997,가군,IN_PERIOD
B104,PROC_8998,OFFERS
PROC_8998,B104_분자의생명전공,FOR_MAJOR
PROC_8998,가군,IN_PERIOD
B104,PROC_8999,OFFERS
PROC_8999,B104_환경공학전공,FOR_MAJOR
PROC_8999,다군,IN_PERIOD
B104,PROC_9000,OFFERS
PROC_9000,B104_데이터과학과,FOR_MAJOR
PROC_9000,가군,IN_PERIOD
B104,PROC_9001,OFFERS
PROC_9001,B104_환경공학전공,FOR_MAJOR
PROC_9001,다군,IN_PERIOD
B104,PROC_9002,OFFERS
PROC_9002,B104_데이터과학과,FOR_MAJOR
PROC_9002,가군,IN_PERIOD
B104,PROC_9003,OFFERS
PROC_9003,B104_환경공학전공,FOR_MAJOR
PROC_9003,다군,IN_PERIOD
B105,PROC_9004,OFFERS
PROC_9004,B105_반도체시스템공학과,FOR_MAJOR
PROC_9004,가군,IN_PERIOD
J109,PROC_9005,OFFERS
PROC_9005,J109_로컬벤처학부(야),FOR_MAJOR
PROC_9005,다군,IN_PERIOD
J109,PROC_9006,OFFERS
PROC_9006,J109_반려동식물학과(야),FOR_MAJOR
PROC_9006,다군,IN_PERIOD
J109,PROC_9007,OFFERS
PROC_9007,J109_친환경자동차학과(야),FOR_MAJOR
PROC_9007,다군,IN_PERIOD
C140,PROC_9008,OFFERS
PROC_9008,C140_공공안전학전공,FOR_MAJOR
PROC_9008,다군,IN_PERIOD
G113,PROC_9009,OFFERS
PROC_9009,G113_뷰티메디컬학과,FOR_MAJOR
PROC_9009,가군,IN_PERIOD
G113,PROC_9010,OFFERS
PROC_9010,G113_항공운항학과,FOR_MAJOR
PROC_9010,가군,IN_PERIOD
G113,PROC_9011,OFFERS
PROC_9011,G113_항공정비학과,FOR_MAJOR
PROC_9011,가군,IN_PERIOD
G113,PROC_9012,OFFERS
PROC_9012,G113_뷰티메디컬학과,FOR_MAJOR
PROC_9012,가군,IN_PERIOD
M112,PROC_9013,OFFERS
PROC_9013,M112_디지털도시건설학과,FOR_MAJOR
PROC_9013,가군,IN_PERIOD
M112,PROC_9014,OFFERS
PROC_9014,M112_응급구조학과,FOR_MAJOR
PROC_9014,가군,IN_PERIOD
M110,PROC_9015,OFFERS
PROC_9015,M110_건축공학전공,FOR_MAJOR
PROC_9015,가군,IN_PERIOD
M110,PROC_9016,OFFERS
PROC_9016,M110_자산경영빅데이터학과(야),FOR_MAJOR
PROC_9016,다군,IN_PERIOD
I110,PROC_9017,OFFERS
PROC_9017,I110_항공학부,FOR_MAJOR
PROC_9017,가군,IN_PERIOD
E107,PROC_9018,OFFERS
PROC_9018,E107_반도체융합학과,FOR_MAJOR
PROC_9018,나군,IN_PERIOD
E107,PROC_9019,OFFERS
PROC_9019,E107_에너지공학과,FOR_MAJOR
PROC_9019,가군,IN_PERIOD
G110,PROC_9020,OFFERS
PROC_9020,G110_바이오헬스학부,FOR_MAJOR
PROC_9020,가군,IN_PERIOD
G110,PROC_9021,OFFERS
PROC_9021,G110_반도체공학부,FOR_MAJOR
PROC_9021,가군,IN_PERIOD
C125,PROC_9022,OFFERS
PROC_9022,C125_스포츠지도학과,FOR_MAJOR
PROC_9022,다군,IN_PERIOD
C126,PROC_9023,OFFERS
PROC_9023,C126_글로벌자율전공학부,FOR_MAJOR
PROC_9023,다군,IN_PERIOD
C126,PROC_9024,OFFERS
PROC_9024,C126_미디어디자인학과,FOR_MAJOR
PROC_9024,나군,IN_PERIOD
C126,PROC_9025,OFFERS
PROC_9025,C126_국제물류학과,FOR_MAJOR
PROC_9025,나군,IN_PERIOD
C126,PROC_9026,OFFERS
PROC_9026,C126_국제지역및신학자율전공학부,FOR_MAJOR
PROC_9026,나군,IN_PERIOD
C126,PROC_9027,OFFERS
PROC_9027,C126_도시계획부동산학과,FOR_MAJOR
PROC_9027,나군,IN_PERIOD
C126,PROC_9028,OFFERS
PROC_9028,C126_스마트콘텐츠학과,FOR_MAJOR
PROC_9028,나군,IN_PERIOD
C126,PROC_9029,OFFERS
PROC_9029,C126_ICT환경융합학과,FOR_MAJOR
PROC_9029,나군,IN_PERIOD
C126,PROC_9030,OFFERS
PROC_9030,C126_데이터정보학과,FOR_MAJOR
PROC_9030,나군,IN_PERIOD
C244,PROC_9031,OFFERS
PROC_9031,C244_복지융합학부(유아특수보육학전공),FOR_MAJOR
PROC_9031,다군,IN_PERIOD
C244,PROC_9032,OFFERS
PROC_9032,C244_복지융합학부(의료재활공학전공),FOR_MAJOR
PROC_9032,다군,IN_PERIOD
C244,PROC_9033,OFFERS
PROC_9033,C244_복지융합학부(한국수어교육전공),FOR_MAJOR
PROC_9033,다군,IN_PERIOD
C244,PROC_9034,OFFERS
PROC_9034,C244_복지융합학부(한국수어교육전공),FOR_MAJOR
PROC_9034,다군,IN_PERIOD
G111,PROC_9035,OFFERS
PROC_9035,G111_국제무역학과,FOR_MAJOR
PROC_9035,가군,IN_PERIOD
G111,PROC_9036,OFFERS
PROC_9036,G111_사회복지학과,FOR_MAJOR
PROC_9036,가군,IN_PERIOD
G111,PROC_9037,OFFERS
PROC_9037,G111_융합경영학과,FOR_MAJOR
PROC_9037,가군,IN_PERIOD
G111,PROC_9038,OFFERS
PROC_9038,G111_중국어학과,FOR_MAJOR
PROC_9038,가군,IN_PERIOD
G111,PROC_9039,OFFERS
PROC_9039,G111_한국어문학과,FOR_MAJOR
PROC_9039,가군,IN_PERIOD
G111,PROC_9040,OFFERS
PROC_9040,G111_행정정보융합학과,FOR_MAJOR
PROC_9040,가군,IN_PERIOD
G111,PROC_9041,OFFERS
PROC_9041,G111_자동차공학과,FOR_MAJOR
PROC_9041,가군,IN_PERIOD
G111,PROC_9042,OFFERS
PROC_9042,G111_컴퓨터소프트웨어학과,FOR_MAJOR
PROC_9042,가군,IN_PERIOD
G111,PROC_9043,OFFERS
PROC_9043,G111_항공모빌리티학부,FOR_MAJOR
PROC_9043,가군,IN_PERIOD
G111,PROC_9044,OFFERS
PROC_9044,G111_건축학과(5년제),FOR_MAJOR
PROC_9044,다군,IN_PERIOD
G111,PROC_9045,OFFERS
PROC_9045,G111_반도체신소재공학과,FOR_MAJOR
PROC_9045,다군,IN_PERIOD
G111,PROC_9046,OFFERS
PROC_9046,G111_안전공학과,FOR_MAJOR
PROC_9046,다군,IN_PERIOD
G111,PROC_9047,OFFERS
PROC_9047,G111_커뮤니케이션디자인학과,FOR_MAJOR
PROC_9047,다군,IN_PERIOD
G111,PROC_9048,OFFERS
PROC_9048,G111_화공생물공학과,FOR_MAJOR
PROC_9048,다군,IN_PERIOD
G111,PROC_9049,OFFERS
PROC_9049,G111_스포츠산업학과,FOR_MAJOR
PROC_9049,가군,IN_PERIOD
G111,PROC_9050,OFFERS
PROC_9050,G111_한국어문학과,FOR_MAJOR
PROC_9050,가군,IN_PERIOD
G111,PROC_9051,OFFERS
PROC_9051,G111_항공모빌리티학부,FOR_MAJOR
PROC_9051,가군,IN_PERIOD
G111,PROC_9052,OFFERS
PROC_9052,G111_스포츠산업학과,FOR_MAJOR
PROC_9052,가군,IN_PERIOD
G111,PROC_9053,OFFERS
PROC_9053,G111_국제무역학과,FOR_MAJOR
PROC_9053,가군,IN_PERIOD
G111,PROC_9054,OFFERS
PROC_9054,G111_사회복지학과,FOR_MAJOR
PROC_9054,가군,IN_PERIOD
G111,PROC_9055,OFFERS
PROC_9055,G111_융합경영학과,FOR_MAJOR
PROC_9055,가군,IN_PERIOD
G111,PROC_9056,OFFERS
PROC_9056,G111_중국어학과,FOR_MAJOR
PROC_9056,가군,IN_PERIOD
G111,PROC_9057,OFFERS
PROC_9057,G111_한국어문학과,FOR_MAJOR
PROC_9057,가군,IN_PERIOD
G111,PROC_9058,OFFERS
PROC_9058,G111_행정정보융합학과,FOR_MAJOR
PROC_9058,가군,IN_PERIOD
G111,PROC_9059,OFFERS
PROC_9059,G111_자동차공학과,FOR_MAJOR
PROC_9059,가군,IN_PERIOD
G111,PROC_9060,OFFERS
PROC_9060,G111_컴퓨터소프트웨어학과,FOR_MAJOR
PROC_9060,가군,IN_PERIOD
G111,PROC_9061,OFFERS
PROC_9061,G111_항공모빌리티학부,FOR_MAJOR
PROC_9061,가군,IN_PERIOD
G111,PROC_9062,OFFERS
PROC_9062,G111_건축학과(5년제),FOR_MAJOR
PROC_9062,다군,IN_PERIOD
G111,PROC_9063,OFFERS
PROC_9063,G111_반도체신소재공학과,FOR_MAJOR
PROC_9063,다군,IN_PERIOD
G111,PROC_9064,OFFERS
PROC_9064,G111_안전공학과,FOR_MAJOR
PROC_9064,다군,IN_PERIOD
G111,PROC_9065,OFFERS
PROC_9065,G111_커뮤니케이션디자인학과,FOR_MAJOR
PROC_9065,다군,IN_PERIOD
G111,PROC_9066,OFFERS
PROC_9066,G111_화공생물공학과,FOR_MAJOR
PROC_9066,다군,IN_PERIOD
C138,PROC_9067,OFFERS
PROC_9067,C138_철도인프라공학과,FOR_MAJOR
PROC_9067,가군,IN_PERIOD
C138,PROC_9068,OFFERS
PROC_9068,C138_철도전기정보공학과,FOR_MAJOR
PROC_9068,가군,IN_PERIOD
C138,PROC_9069,OFFERS
PROC_9069,C138_철도차량시스템공학과,FOR_MAJOR
PROC_9069,가군,IN_PERIOD
C138,PROC_9070,OFFERS
PROC_9070,C138_철도인프라공학과,FOR_MAJOR
PROC_9070,가군,IN_PERIOD
C138,PROC_9071,OFFERS
PROC_9071,C138_철도전기정보공학과,FOR_MAJOR
PROC_9071,가군,IN_PERIOD
C138,PROC_9072,OFFERS
PROC_9072,C138_철도차량시스템공학과,FOR_MAJOR
PROC_9072,가군,IN_PERIOD
A142,PROC_9073,OFFERS
PROC_9073,A142_SocialScience&AI융합학부,FOR_MAJOR
PROC_9073,가군,IN_PERIOD
A142,PROC_9074,OFFERS
PROC_9074,A142_Language&AI융합학부,FOR_MAJOR
PROC_9074,다군,IN_PERIOD
C130,PROC_9075,OFFERS
PROC_9075,C130_Finance&AI융합학부,FOR_MAJOR
PROC_9075,다군,IN_PERIOD
C130,PROC_9076,OFFERS
PROC_9076,C130_투어리즘&웰니스학부,FOR_MAJOR
PROC_9076,다군,IN_PERIOD
C130,PROC_9077,OFFERS
PROC_9077,C130_AI데이터융합학부,FOR_MAJOR
PROC_9077,가군,IN_PERIOD
C130,PROC_9078,OFFERS
PROC_9078,C130_기후변화융합학부,FOR_MAJOR
PROC_9078,가군,IN_PERIOD
C130,PROC_9079,OFFERS
PROC_9079,C130_반도체공학전공,FOR_MAJOR
PROC_9079,가군,IN_PERIOD
C130,PROC_9080,OFFERS
PROC_9080,C130_Finance&AI융합학부,FOR_MAJOR
PROC_9080,다군,IN_PERIOD
C130,PROC_9081,OFFERS
PROC_9081,C130_투어리즘&웰니스학부,FOR_MAJOR
PROC_9081,다군,IN_PERIOD
C130,PROC_9082,OFFERS
PROC_9082,C130_Finance&AI융합학부,FOR_MAJOR
PROC_9082,다군,IN_PERIOD
C130,PROC_9083,OFFERS
PROC_9083,C130_투어리즘&웰니스학부,FOR_MAJOR
PROC_9083,다군,IN_PERIOD
C130,PROC_9084,OFFERS
PROC_9084,C130_디지털콘텐츠학부,FOR_MAJOR
PROC_9084,가군,IN_PERIOD
A143,PROC_9085,OFFERS
PROC_9085,A143_체육학과(근대5종-근대3종/여),FOR_MAJOR
PROC_9085,가군,IN_PERIOD
A143,PROC_9086,OFFERS
PROC_9086,A143_체육학과(근대5종-근대4종/여),FOR_MAJOR
PROC_9086,가군,IN_PERIOD
A143,PROC_9087,OFFERS
PROC_9087,A143_체육학과(썰매-스켈레톤/남),FOR_MAJOR
PROC_9087,가군,IN_PERIOD
A143,PROC_9088,OFFERS
PROC_9088,A143_체육학과(조정-중량급/더블스컬(2X)/남),FOR_MAJOR
PROC_9088,가군,IN_PERIOD
D109,PROC_9089,OFFERS
PROC_9089,D109_철도운전시스템학과,FOR_MAJOR
PROC_9089,나군,IN_PERIOD
D109,PROC_9090,OFFERS
PROC_9090,D109_철도운전시스템학과,FOR_MAJOR
PROC_9090,나군,IN_PERIOD
D109,PROC_9091,OFFERS
PROC_9091,D109_철도운전시스템학과,FOR_MAJOR
PROC_9091,나군,IN_PERIOD
D109,PROC_9092,OFFERS
PROC_9092,D109_미래경영학과,FOR_MAJOR
PROC_9092,다군,IN_PERIOD
D109,PROC_9093,OFFERS
PROC_9093,D109_골프산업학과,FOR_MAJOR
PROC_9093,다군,IN_PERIOD
D109,PROC_9094,OFFERS
PROC_9094,D109_문화관광경영학과,FOR_MAJOR
PROC_9094,나군,IN_PERIOD
D109,PROC_9095,OFFERS
PROC_9095,D109_미디어광고콘텐츠학과,FOR_MAJOR
PROC_9095,나군,IN_PERIOD
D109,PROC_9096,OFFERS
PROC_9096,D109_사회복지학과,FOR_MAJOR
PROC_9096,나군,IN_PERIOD
