source,target,type
A121,PROC_6122,OFFERS
PROC_6122,A121_글로벌휴먼경영전공,FOR_MAJOR
PROC_6122,나군,IN_PERIOD
A121,PROC_6123,OFFERS
PROC_6123,A121_사회복지전공,FOR_MAJOR
PROC_6123,나군,IN_PERIOD
A121,PROC_6124,OFFERS
PROC_6124,A121_기독교신학전공,FOR_MAJOR
PROC_6124,다군,IN_PERIOD
A121,PROC_6125,OFFERS
PROC_6125,A121_글로벌휴먼경영전공,FOR_MAJOR
PROC_6125,나군,IN_PERIOD
A124,PROC_6126,OFFERS
PROC_6126,A124_융합응용화학과,FOR_MAJOR
PROC_6126,다군,IN_PERIOD
A124,PROC_6127,OFFERS
PROC_6127,A124_인공지능학과,FOR_MAJOR
PROC_6127,가군,IN_PERIOD
C111,PROC_6128,OFFERS
PROC_6128,C111_관광경영학과,FOR_MAJOR
PROC_6128,가군,IN_PERIOD
C111,PROC_6129,OFFERS
PROC_6129,C111_글로벌경영학과,FOR_MAJOR
PROC_6129,가군,IN_PERIOD
C111,PROC_6130,OFFERS
PROC_6130,C111_사회복지학과,FOR_MAJOR
PROC_6130,가군,IN_PERIOD
C111,PROC_6131,OFFERS
PROC_6131,C111_신학과,FOR_MAJOR
PROC_6131,가군,IN_PERIOD
C111,PROC_6132,OFFERS
PROC_6132,C111_아동보육학과,FOR_MAJOR
PROC_6132,가군,IN_PERIOD
C111,PROC_6133,OFFERS
PROC_6133,C111_일본어문화콘텐츠학과,FOR_MAJOR
PROC_6133,가군,IN_PERIOD
C111,PROC_6134,OFFERS
PROC_6134,C111_중국언어문화콘텐츠학과,FOR_MAJOR
PROC_6134,가군,IN_PERIOD
C111,PROC_6135,OFFERS
PROC_6135,C111_IT융합학부,FOR_MAJOR
PROC_6135,다군,IN_PERIOD
C111,PROC_6136,OFFERS
PROC_6136,C111_관광경영학과,FOR_MAJOR
PROC_6136,가군,IN_PERIOD
A125,PROC_6137,OFFERS
PROC_6137,A125_데이터사이언스학과,FOR_MAJOR
PROC_6137,가군,IN_PERIOD
A125,PROC_6138,OFFERS
PROC_6138,A125_경영학과,FOR_MAJOR
PROC_6138,가군,IN_PERIOD
A125,PROC_6139,OFFERS
PROC_6139,A125_사회복지학과,FOR_MAJOR
PROC_6139,가군,IN_PERIOD
A125,PROC_6140,OFFERS
PROC_6140,A125_아동학과,FOR_MAJOR
PROC_6140,가군,IN_PERIOD
A125,PROC_6141,OFFERS
PROC_6141,A125_언론영상학부,FOR_MAJOR
PROC_6141,가군,IN_PERIOD
A125,PROC_6142,OFFERS
PROC_6142,A125_경제학과,FOR_MAJOR
PROC_6142,다군,IN_PERIOD
A125,PROC_6143,OFFERS
PROC_6143,A125_문헌정보학과,FOR_MAJOR
PROC_6143,다군,IN_PERIOD
A125,PROC_6144,OFFERS
PROC_6144,A125_행정학과,FOR_MAJOR
PROC_6144,다군,IN_PERIOD
A125,PROC_6145,OFFERS
PROC_6145,A125_데이터사이언스학과,FOR_MAJOR
PROC_6145,가군,IN_PERIOD
A125,PROC_6146,OFFERS
PROC_6146,A125_디지털미디어학과,FOR_MAJOR
PROC_6146,가군,IN_PERIOD
A125,PROC_6147,OFFERS
PROC_6147,A125_소프트웨어학과,FOR_MAJOR
PROC_6147,가군,IN_PERIOD
A125,PROC_6148,OFFERS
PROC_6148,A125_식품생명공학과,FOR_MAJOR
PROC_6148,가군,IN_PERIOD
A125,PROC_6149,OFFERS
PROC_6149,A125_패션산업학과,FOR_MAJOR
PROC_6149,가군,IN_PERIOD
A125,PROC_6150,OFFERS
PROC_6150,A125_원예생명조경학과,FOR_MAJOR
PROC_6150,다군,IN_PERIOD
A125,PROC_6151,OFFERS
PROC_6151,A125_화학과,FOR_MAJOR
PROC_6151,다군,IN_PERIOD
G105,PROC_6152,OFFERS
PROC_6152,G105_광고홍보학과,FOR_MAJOR
PROC_6152,다군,IN_PERIOD
G105,PROC_6153,OFFERS
PROC_6153,G105_상담심리학과,FOR_MAJOR
PROC_6153,다군,IN_PERIOD
G105,PROC_6154,OFFERS
PROC_6154,G105_아동복지학과,FOR_MAJOR
PROC_6154,다군,IN_PERIOD
G105,PROC_6155,OFFERS
PROC_6155,G105_AI소프트웨어학과,FOR_MAJOR
PROC_6155,다군,IN_PERIOD
G105,PROC_6156,OFFERS
PROC_6156,G105_바이오코스메틱학과,FOR_MAJOR
PROC_6156,다군,IN_PERIOD
G105,PROC_6157,OFFERS
PROC_6157,G105_뷰티학과,FOR_MAJOR
PROC_6157,다군,IN_PERIOD
G105,PROC_6158,OFFERS
PROC_6158,G105_제약공학과,FOR_MAJOR
PROC_6158,다군,IN_PERIOD
G105,PROC_6159,OFFERS
PROC_6159,G105_패션의류학과,FOR_MAJOR
PROC_6159,다군,IN_PERIOD
G105,PROC_6160,OFFERS
PROC_6160,G105_호텔외식조리학부,FOR_MAJOR
PROC_6160,다군,IN_PERIOD
G105,PROC_6161,OFFERS
PROC_6161,G105_환경공학과,FOR_MAJOR
PROC_6161,다군,IN_PERIOD
G105,PROC_6162,OFFERS
PROC_6162,G105_디자인학과,FOR_MAJOR
PROC_6162,다군,IN_PERIOD
G105,PROC_6163,OFFERS
PROC_6163,G105_레저스포츠학부,FOR_MAJOR
PROC_6163,다군,IN_PERIOD
G105,PROC_6164,OFFERS
PROC_6164,G105_광고홍보학과,FOR_MAJOR
PROC_6164,다군,IN_PERIOD
G105,PROC_6165,OFFERS
PROC_6165,G105_상담심리학과,FOR_MAJOR
PROC_6165,다군,IN_PERIOD
G105,PROC_6166,OFFERS
PROC_6166,G105_아동복지학과,FOR_MAJOR
PROC_6166,다군,IN_PERIOD
G105,PROC_6167,OFFERS
PROC_6167,G105_AI소프트웨어학과,FOR_MAJOR
PROC_6167,다군,IN_PERIOD
G105,PROC_6168,OFFERS
PROC_6168,G105_바이오코스메틱학과,FOR_MAJOR
PROC_6168,다군,IN_PERIOD
G105,PROC_6169,OFFERS
PROC_6169,G105_뷰티학과,FOR_MAJOR
PROC_6169,다군,IN_PERIOD
G105,PROC_6170,OFFERS
PROC_6170,G105_제약공학과,FOR_MAJOR
PROC_6170,다군,IN_PERIOD
G105,PROC_6171,OFFERS
PROC_6171,G105_패션의류학과,FOR_MAJOR
PROC_6171,다군,IN_PERIOD
G105,PROC_6172,OFFERS
PROC_6172,G105_호텔외식조리학부,FOR_MAJOR
PROC_6172,다군,IN_PERIOD
G105,PROC_6173,OFFERS
PROC_6173,G105_환경공학과,FOR_MAJOR
PROC_6173,다군,IN_PERIOD
G105,PROC_6174,OFFERS
PROC_6174,G105_디자인학과,FOR_MAJOR
PROC_6174,다군,IN_PERIOD
G105,PROC_6175,OFFERS
PROC_6175,G105_레저스포츠학부,FOR_MAJOR
PROC_6175,다군,IN_PERIOD
G105,PROC_6176,OFFERS
PROC_6176,G105_상담심리학과,FOR_MAJOR
PROC_6176,다군,IN_PERIOD
F115,PROC_6177,OFFERS
PROC_6177,F115_경영학과,FOR_MAJOR
PROC_6177,나군,IN_PERIOD
F115,PROC_6178,OFFERS
PROC_6178,F115_IT경영학과,FOR_MAJOR
PROC_6178,다군,IN_PERIOD
F115,PROC_6179,OFFERS
PROC_6179,F115_글로벌경제학과,FOR_MAJOR
PROC_6179,다군,IN_PERIOD
F115,PROC_6180,OFFERS
PROC_6180,F115_AI소프트웨어학과,FOR_MAJOR
PROC_6180,나군,IN_PERIOD
F115,PROC_6181,OFFERS
PROC_6181,F115_물리치료학과,FOR_MAJOR
PROC_6181,나군,IN_PERIOD
F115,PROC_6182,OFFERS
PROC_6182,F115_미래자동차공학부,FOR_MAJOR
PROC_6182,나군,IN_PERIOD
F115,PROC_6183,OFFERS
PROC_6183,F115_기계공학과,FOR_MAJOR
PROC_6183,나군,IN_PERIOD
F115,PROC_6184,OFFERS
PROC_6184,F115_컴퓨터공학부,FOR_MAJOR
PROC_6184,나군,IN_PERIOD
F115,PROC_6185,OFFERS
PROC_6185,F115_경영학과,FOR_MAJOR
PROC_6185,나군,IN_PERIOD
F115,PROC_6186,OFFERS
PROC_6186,F115_미디어커뮤니케이션학부,FOR_MAJOR
PROC_6186,나군,IN_PERIOD
F115,PROC_6187,OFFERS
PROC_6187,F115_사회복지학과,FOR_MAJOR
PROC_6187,나군,IN_PERIOD
F115,PROC_6188,OFFERS
PROC_6188,F115_상담심리학과,FOR_MAJOR
PROC_6188,나군,IN_PERIOD
F115,PROC_6189,OFFERS
PROC_6189,F115_IT경영학과,FOR_MAJOR
PROC_6189,다군,IN_PERIOD
F115,PROC_6190,OFFERS
PROC_6190,F115_글로벌경제학과,FOR_MAJOR
PROC_6190,다군,IN_PERIOD
F115,PROC_6191,OFFERS
PROC_6191,F115_항공서비스학과,FOR_MAJOR
PROC_6191,다군,IN_PERIOD
F115,PROC_6192,OFFERS
PROC_6192,F115_경찰행정법학과,FOR_MAJOR
PROC_6192,나군,IN_PERIOD
F115,PROC_6193,OFFERS
PROC_6193,F115_사학과,FOR_MAJOR
PROC_6193,다군,IN_PERIOD
F115,PROC_6194,OFFERS
PROC_6194,F115_AI소프트웨어학과,FOR_MAJOR
PROC_6194,나군,IN_PERIOD
F115,PROC_6195,OFFERS
PROC_6195,F115_소방방재안전학과,FOR_MAJOR
PROC_6195,나군,IN_PERIOD
F115,PROC_6196,OFFERS
PROC_6196,F115_건축학부,FOR_MAJOR
PROC_6196,나군,IN_PERIOD
F115,PROC_6197,OFFERS
PROC_6197,F115_산업경영공학과,FOR_MAJOR
PROC_6197,나군,IN_PERIOD
F115,PROC_6198,OFFERS
PROC_6198,F115_수산생명의학과,FOR_MAJOR
PROC_6198,나군,IN_PERIOD
F115,PROC_6199,OFFERS
PROC_6199,F115_미래자동차공학부,FOR_MAJOR
PROC_6199,나군,IN_PERIOD
F115,PROC_6200,OFFERS
PROC_6200,F115_식품공학영양학부,FOR_MAJOR
PROC_6200,나군,IN_PERIOD
F115,PROC_6201,OFFERS
PROC_6201,F115_기계공학과,FOR_MAJOR
PROC_6201,나군,IN_PERIOD
F115,PROC_6202,OFFERS
PROC_6202,F115_디스플레이반도체공학과,FOR_MAJOR
PROC_6202,나군,IN_PERIOD
F115,PROC_6203,OFFERS
PROC_6203,F115_응급구조학과,FOR_MAJOR
PROC_6203,다군,IN_PERIOD
F115,PROC_6204,OFFERS
PROC_6204,F115_전자공학과,FOR_MAJOR
PROC_6204,나군,IN_PERIOD
F115,PROC_6205,OFFERS
PROC_6205,F115_제약생명공학과,FOR_MAJOR
PROC_6205,나군,IN_PERIOD
F115,PROC_6206,OFFERS
PROC_6206,F115_컴퓨터공학부,FOR_MAJOR
PROC_6206,나군,IN_PERIOD
F115,PROC_6207,OFFERS
PROC_6207,F115_경영학과,FOR_MAJOR
PROC_6207,나군,IN_PERIOD
F115,PROC_6208,OFFERS
PROC_6208,F115_IT경영학과,FOR_MAJOR
PROC_6208,다군,IN_PERIOD
F115,PROC_6209,OFFERS
PROC_6209,F115_글로벌경제학과,FOR_MAJOR
PROC_6209,다군,IN_PERIOD
F115,PROC_6210,OFFERS
PROC_6210,F115_항공서비스학과,FOR_MAJOR
PROC_6210,다군,IN_PERIOD
F115,PROC_6211,OFFERS
PROC_6211,F115_AI소프트웨어학과,FOR_MAJOR
PROC_6211,나군,IN_PERIOD
F115,PROC_6212,OFFERS
PROC_6212,F115_소방방재안전학과,FOR_MAJOR
PROC_6212,나군,IN_PERIOD
F115,PROC_6213,OFFERS
PROC_6213,F115_건축학부,FOR_MAJOR
PROC_6213,나군,IN_PERIOD
F115,PROC_6214,OFFERS
PROC_6214,F115_물리치료학과,FOR_MAJOR
PROC_6214,나군,IN_PERIOD
F115,PROC_6215,OFFERS
PROC_6215,F115_산업경영공학과,FOR_MAJOR
PROC_6215,나군,IN_PERIOD
F115,PROC_6216,OFFERS
PROC_6216,F115_수산생명의학과,FOR_MAJOR
PROC_6216,나군,IN_PERIOD
F115,PROC_6217,OFFERS
PROC_6217,F115_미래자동차공학부,FOR_MAJOR
PROC_6217,나군,IN_PERIOD
F115,PROC_6218,OFFERS
PROC_6218,F115_식품공학영양학부,FOR_MAJOR
PROC_6218,나군,IN_PERIOD
F115,PROC_6219,OFFERS
PROC_6219,F115_기계공학과,FOR_MAJOR
PROC_6219,나군,IN_PERIOD
F115,PROC_6220,OFFERS
PROC_6220,F115_디스플레이반도체공학과,FOR_MAJOR
PROC_6220,나군,IN_PERIOD
F115,PROC_6221,OFFERS
PROC_6221,F115_응급구조학과,FOR_MAJOR
PROC_6221,다군,IN_PERIOD
F115,PROC_6222,OFFERS
PROC_6222,F115_전자공학과,FOR_MAJOR
PROC_6222,나군,IN_PERIOD
F115,PROC_6223,OFFERS
PROC_6223,F115_치위생학과,FOR_MAJOR
PROC_6223,나군,IN_PERIOD
F115,PROC_6224,OFFERS
PROC_6224,F115_컴퓨터공학부,FOR_MAJOR
PROC_6224,나군,IN_PERIOD
C113,PROC_6225,OFFERS
PROC_6225,C113_경영학과,FOR_MAJOR
PROC_6225,가군,IN_PERIOD
C113,PROC_6226,OFFERS
PROC_6226,C113_미디어소프트웨어학과,FOR_MAJOR
PROC_6226,가군,IN_PERIOD
C113,PROC_6227,OFFERS
PROC_6227,C113_산업경영공학과,FOR_MAJOR
PROC_6227,가군,IN_PERIOD
A126,PROC_6228,OFFERS
PROC_6228,A126_인문융합콘텐츠학부,FOR_MAJOR
PROC_6228,나군,IN_PERIOD
A126,PROC_6229,OFFERS
PROC_6229,A126_소프트웨어융합학부,FOR_MAJOR
PROC_6229,다군,IN_PERIOD
A126,PROC_6230,OFFERS
PROC_6230,A126_인문융합콘텐츠학부,FOR_MAJOR
PROC_6230,나군,IN_PERIOD
A126,PROC_6231,OFFERS
PROC_6231,A126_미디어콘텐츠융합학부,FOR_MAJOR
PROC_6231,나군,IN_PERIOD
A126,PROC_6232,OFFERS
PROC_6232,A126_소프트웨어융합학부,FOR_MAJOR
PROC_6232,다군,IN_PERIOD
A128,PROC_6233,OFFERS
PROC_6233,A128_경영학과,FOR_MAJOR
PROC_6233,나군,IN_PERIOD
A128,PROC_6234,OFFERS
PROC_6234,A128_경제학과,FOR_MAJOR
PROC_6234,나군,IN_PERIOD
A128,PROC_6235,OFFERS
PROC_6235,A128_국어국문학과,FOR_MAJOR
PROC_6235,나군,IN_PERIOD
A128,PROC_6236,OFFERS
PROC_6236,A128_독일어문문화학과,FOR_MAJOR
PROC_6236,나군,IN_PERIOD
A128,PROC_6237,OFFERS
PROC_6237,A128_법학부,FOR_MAJOR
PROC_6237,나군,IN_PERIOD
A128,PROC_6238,OFFERS
PROC_6238,A128_사학과,FOR_MAJOR
PROC_6238,나군,IN_PERIOD
A128,PROC_6239,OFFERS
PROC_6239,A128_영어영문학과,FOR_MAJOR
PROC_6239,나군,IN_PERIOD
A128,PROC_6240,OFFERS
PROC_6240,A128_일본어문문화학과,FOR_MAJOR
PROC_6240,나군,IN_PERIOD
A128,PROC_6241,OFFERS
PROC_6241,A128_중국어문문화학과,FOR_MAJOR
PROC_6241,나군,IN_PERIOD
A128,PROC_6242,OFFERS
PROC_6242,A128_프랑스어문문화학과,FOR_MAJOR
PROC_6242,나군,IN_PERIOD
A128,PROC_6243,OFFERS
PROC_6243,A128_AI융합학부,FOR_MAJOR
PROC_6243,가군,IN_PERIOD
A128,PROC_6244,OFFERS
PROC_6244,A128_서비스디자인공학과,FOR_MAJOR
PROC_6244,나군,IN_PERIOD
A128,PROC_6245,OFFERS
PROC_6245,A128_수리통계데이터사이언스학부(수학/핀테크전공),FOR_MAJOR
PROC_6245,가군,IN_PERIOD
A128,PROC_6246,OFFERS
PROC_6246,A128_융합보안공학과,FOR_MAJOR
PROC_6246,나군,IN_PERIOD
A128,PROC_6247,OFFERS
PROC_6247,A128_컴퓨터공학과,FOR_MAJOR
PROC_6247,나군,IN_PERIOD
A128,PROC_6248,OFFERS
PROC_6248,A128_수리통계데이터사이언스학부(통계학/빅데이터사이언스전공),FOR_MAJOR
PROC_6248,가군,IN_PERIOD
A128,PROC_6249,OFFERS
PROC_6249,A128_경영학과,FOR_MAJOR
PROC_6249,나군,IN_PERIOD
A128,PROC_6250,OFFERS
PROC_6250,A128_경제학과,FOR_MAJOR
PROC_6250,나군,IN_PERIOD
A128,PROC_6251,OFFERS
PROC_6251,A128_교육학과,FOR_MAJOR
PROC_6251,가군,IN_PERIOD
A128,PROC_6252,OFFERS
PROC_6252,A128_국어국문학과,FOR_MAJOR
PROC_6252,나군,IN_PERIOD
A128,PROC_6253,OFFERS
PROC_6253,A128_독일어문문화학과,FOR_MAJOR
PROC_6253,나군,IN_PERIOD
A128,PROC_6254,OFFERS
PROC_6254,A128_미디어커뮤니케이션학과,FOR_MAJOR
PROC_6254,나군,IN_PERIOD
A128,PROC_6255,OFFERS
PROC_6255,A128_법학부,FOR_MAJOR
PROC_6255,나군,IN_PERIOD
A128,PROC_6256,OFFERS
PROC_6256,A128_사학과,FOR_MAJOR
PROC_6256,나군,IN_PERIOD
A128,PROC_6257,OFFERS
PROC_6257,A128_사회교육과,FOR_MAJOR
PROC_6257,가군,IN_PERIOD
A128,PROC_6258,OFFERS
PROC_6258,A128_심리학과,FOR_MAJOR
PROC_6258,나군,IN_PERIOD
A128,PROC_6259,OFFERS
PROC_6259,A128_영어영문학과,FOR_MAJOR
PROC_6259,나군,IN_PERIOD
A128,PROC_6260,OFFERS
PROC_6260,A128_유아교육과,FOR_MAJOR
PROC_6260,가군,IN_PERIOD
A128,PROC_6261,OFFERS
PROC_6261,A128_윤리교육과,FOR_MAJOR
PROC_6261,가군,IN_PERIOD
A128,PROC_6262,OFFERS
PROC_6262,A128_일본어문문화학과,FOR_MAJOR
PROC_6262,나군,IN_PERIOD
A128,PROC_6263,OFFERS
PROC_6263,A128_정치외교학과,FOR_MAJOR
PROC_6263,나군,IN_PERIOD
A128,PROC_6264,OFFERS
PROC_6264,A128_중국어문문화학과,FOR_MAJOR
PROC_6264,나군,IN_PERIOD
A128,PROC_6265,OFFERS
PROC_6265,A128_지리학과,FOR_MAJOR
PROC_6265,나군,IN_PERIOD
A128,PROC_6266,OFFERS
PROC_6266,A128_프랑스어문문화학과,FOR_MAJOR
PROC_6266,나군,IN_PERIOD
A128,PROC_6267,OFFERS
PROC_6267,A128_한문교육과,FOR_MAJOR
PROC_6267,가군,IN_PERIOD
A128,PROC_6268,OFFERS
PROC_6268,A128_AI융합학부,FOR_MAJOR
PROC_6268,가군,IN_PERIOD
A128,PROC_6269,OFFERS
PROC_6269,A128_서비스디자인공학과,FOR_MAJOR
PROC_6269,나군,IN_PERIOD
A128,PROC_6270,OFFERS
PROC_6270,A128_수리통계데이터사이언스학부(수학/핀테크전공),FOR_MAJOR
PROC_6270,가군,IN_PERIOD
A128,PROC_6271,OFFERS
PROC_6271,A128_융합보안공학과,FOR_MAJOR
PROC_6271,나군,IN_PERIOD
A128,PROC_6272,OFFERS
PROC_6272,A128_컴퓨터공학과,FOR_MAJOR
PROC_6272,나군,IN_PERIOD
A128,PROC_6273,OFFERS
PROC_6273,A128_수리통계데이터사이언스학부(통계학/빅데이터사이언스전공),FOR_MAJOR
PROC_6273,가군,IN_PERIOD
A128,PROC_6274,OFFERS
PROC_6274,A128_AI융합학부,FOR_MAJOR
PROC_6274,가군,IN_PERIOD
A128,PROC_6275,OFFERS
PROC_6275,A128_운동재활전공,FOR_MAJOR
PROC_6275,가군,IN_PERIOD
A128,PROC_6276,OFFERS
PROC_6276,A128_경영학과,FOR_MAJOR
PROC_6276,나군,IN_PERIOD
A128,PROC_6277,OFFERS
PROC_6277,A128_경제학과,FOR_MAJOR
PROC_6277,나군,IN_PERIOD
A128,PROC_6278,OFFERS
PROC_6278,A128_미디어커뮤니케이션학과,FOR_MAJOR
PROC_6278,나군,IN_PERIOD
A128,PROC_6279,OFFERS
PROC_6279,A128_AI융합학부,FOR_MAJOR
PROC_6279,가군,IN_PERIOD
A128,PROC_6280,OFFERS
PROC_6280,A128_서비스디자인공학과,FOR_MAJOR
PROC_6280,나군,IN_PERIOD
A128,PROC_6281,OFFERS
PROC_6281,A128_컴퓨터공학과,FOR_MAJOR
PROC_6281,나군,IN_PERIOD
A148,PROC_6282,OFFERS
PROC_6282,A148_사회복지학과,FOR_MAJOR
PROC_6282,나군,IN_PERIOD
A148,PROC_6283,OFFERS
PROC_6283,A148_소비자산업학과,FOR_MAJOR
PROC_6283,나군,IN_PERIOD
A148,PROC_6284,OFFERS
PROC_6284,A148_간호학과,FOR_MAJOR
PROC_6284,가군,IN_PERIOD
A148,PROC_6285,OFFERS
PROC_6285,A148_바이오헬스융합학부,FOR_MAJOR
PROC_6285,가군,IN_PERIOD
A148,PROC_6286,OFFERS
PROC_6286,A148_의류산업학과,FOR_MAJOR
PROC_6286,나군,IN_PERIOD
A148,PROC_6287,OFFERS
PROC_6287,A148_바이오식품공학과,FOR_MAJOR
PROC_6287,나군,IN_PERIOD
A148,PROC_6288,OFFERS
PROC_6288,A148_화학에너지융합학부,FOR_MAJOR
PROC_6288,가군,IN_PERIOD
A148,PROC_6289,OFFERS
PROC_6289,A148_사회복지학과,FOR_MAJOR
PROC_6289,나군,IN_PERIOD
A148,PROC_6290,OFFERS
PROC_6290,A148_간호학과,FOR_MAJOR
PROC_6290,가군,IN_PERIOD
A148,PROC_6291,OFFERS
PROC_6291,A148_바이오식품공학과,FOR_MAJOR
PROC_6291,나군,IN_PERIOD
A148,PROC_6292,OFFERS
PROC_6292,A148_화학에너지융합학부,FOR_MAJOR
PROC_6292,가군,IN_PERIOD
A148,PROC_6293,OFFERS
PROC_6293,A148_바이오헬스융합학부,FOR_MAJOR
PROC_6293,가군,IN_PERIOD
A148,PROC_6294,OFFERS
PROC_6294,A148_의류산업학과,FOR_MAJOR
PROC_6294,나군,IN_PERIOD
A148,PROC_6295,OFFERS
PROC_6295,A148_바이오식품공학과,FOR_MAJOR
PROC_6295,나군,IN_PERIOD
G106,PROC_6296,OFFERS
PROC_6296,G106_회계세무금융학과,FOR_MAJOR
PROC_6296,다군,IN_PERIOD
G106,PROC_6297,OFFERS
PROC_6297,G106_경찰학과,FOR_MAJOR
PROC_6297,다군,IN_PERIOD
G106,PROC_6298,OFFERS
PROC_6298,G106_외국어학부,FOR_MAJOR
PROC_6298,다군,IN_PERIOD
G106,PROC_6299,OFFERS
PROC_6299,G106_호텔경영학과,FOR_MAJOR
PROC_6299,다군,IN_PERIOD
G106,PROC_6300,OFFERS
PROC_6300,G106_바이오식품영양학부,FOR_MAJOR
PROC_6300,다군,IN_PERIOD
G106,PROC_6301,OFFERS
PROC_6301,G106_간호학과,FOR_MAJOR
PROC_6301,다군,IN_PERIOD
G106,PROC_6302,OFFERS
PROC_6302,G106_동물보건학과,FOR_MAJOR
PROC_6302,다군,IN_PERIOD
G106,PROC_6303,OFFERS
PROC_6303,G106_작업치료학과,FOR_MAJOR
PROC_6303,다군,IN_PERIOD
G106,PROC_6304,OFFERS
PROC_6304,G106_전기전자공학과,FOR_MAJOR
PROC_6304,다군,IN_PERIOD
G106,PROC_6305,OFFERS
PROC_6305,G106_스마트IT학부,FOR_MAJOR
PROC_6305,다군,IN_PERIOD
G106,PROC_6306,OFFERS
PROC_6306,G106_연기예술학과,FOR_MAJOR
PROC_6306,다군,IN_PERIOD
G106,PROC_6307,OFFERS
PROC_6307,G106_시각영상디자인학과,FOR_MAJOR
PROC_6307,다군,IN_PERIOD
G106,PROC_6308,OFFERS
PROC_6308,G106_패션디자인학과,FOR_MAJOR
PROC_6308,다군,IN_PERIOD
G106,PROC_6309,OFFERS
PROC_6309,G106_동물보건학과,FOR_MAJOR
PROC_6309,다군,IN_PERIOD
G106,PROC_6310,OFFERS
PROC_6310,G106_시각영상디자인학과,FOR_MAJOR
PROC_6310,다군,IN_PERIOD
G106,PROC_6311,OFFERS
PROC_6311,G106_실내디자인학과,FOR_MAJOR
PROC_6311,나군,IN_PERIOD
G106,PROC_6312,OFFERS
PROC_6312,G106_패션디자인학과,FOR_MAJOR
PROC_6312,다군,IN_PERIOD
A129,PROC_6313,OFFERS
PROC_6313,A129_경영학부,FOR_MAJOR
PROC_6313,나군,IN_PERIOD
A129,PROC_6314,OFFERS
PROC_6314,A129_생명시스템학부,FOR_MAJOR
PROC_6314,가군,IN_PERIOD
A129,PROC_6315,OFFERS
PROC_6315,A129_AI융합전자공학과,FOR_MAJOR
PROC_6315,나군,IN_PERIOD
A129,PROC_6316,OFFERS
PROC_6316,A129_컴퓨터공학과,FOR_MAJOR
PROC_6316,나군,IN_PERIOD
A129,PROC_6317,OFFERS
PROC_6317,A129_스마트생명산업융합학과,FOR_MAJOR
PROC_6317,가군,IN_PERIOD
I102,PROC_6318,OFFERS
PROC_6318,I102_간호학과,FOR_MAJOR
PROC_6318,나군,IN_PERIOD
I102,PROC_6319,OFFERS
PROC_6319,I102_물리치료학과,FOR_MAJOR
PROC_6319,나군,IN_PERIOD
I102,PROC_6320,OFFERS
PROC_6320,I102_간호학과,FOR_MAJOR
PROC_6320,나군,IN_PERIOD
I102,PROC_6321,OFFERS
PROC_6321,I102_물리치료학과,FOR_MAJOR
PROC_6321,나군,IN_PERIOD
I102,PROC_6322,OFFERS
PROC_6322,I102_간호학과,FOR_MAJOR
PROC_6322,나군,IN_PERIOD
F127,PROC_6323,OFFERS
PROC_6323,F127_항공정비학과,FOR_MAJOR
PROC_6323,나군,IN_PERIOD
F127,PROC_6324,OFFERS
PROC_6324,F127_항공정비학과,FOR_MAJOR
PROC_6324,나군,IN_PERIOD
H111,PROC_6325,OFFERS
PROC_6325,H111_간호학과,FOR_MAJOR
PROC_6325,나군,IN_PERIOD
C116,PROC_6326,OFFERS
PROC_6326,C116_건축도시부동산학부,FOR_MAJOR
PROC_6326,나군,IN_PERIOD
A130,PROC_6327,OFFERS
PROC_6327,A130_가족자원경영학과,FOR_MAJOR
PROC_6327,가군,IN_PERIOD
A130,PROC_6328,OFFERS
PROC_6328,A130_경영학부,FOR_MAJOR
PROC_6328,가군,IN_PERIOD
A130,PROC_6329,OFFERS
PROC_6329,A130_경제학부,FOR_MAJOR
PROC_6329,가군,IN_PERIOD
A130,PROC_6330,OFFERS
PROC_6330,A130_교육학부,FOR_MAJOR
PROC_6330,가군,IN_PERIOD
A130,PROC_6331,OFFERS
PROC_6331,A130_독일언어문화학과,FOR_MAJOR
PROC_6331,가군,IN_PERIOD
A130,PROC_6332,OFFERS
PROC_6332,A130_문헌정보학과,FOR_MAJOR
PROC_6332,가군,IN_PERIOD
A130,PROC_6333,OFFERS
PROC_6333,A130_문화관광학전공,FOR_MAJOR
PROC_6333,가군,IN_PERIOD
A130,PROC_6334,OFFERS
PROC_6334,A130_미디어학부,FOR_MAJOR
PROC_6334,가군,IN_PERIOD
A130,PROC_6335,OFFERS
PROC_6335,A130_법학부,FOR_MAJOR
PROC_6335,가군,IN_PERIOD
A130,PROC_6336,OFFERS
PROC_6336,A130_사회심리학과,FOR_MAJOR
PROC_6336,가군,IN_PERIOD
A130,PROC_6337,OFFERS
PROC_6337,A130_소비자경제학과,FOR_MAJOR
PROC_6337,가군,IN_PERIOD
A130,PROC_6338,OFFERS
PROC_6338,A130_아동복지학부,FOR_MAJOR
PROC_6338,가군,IN_PERIOD
A130,PROC_6339,OFFERS
PROC_6339,A130_역사문화학과,FOR_MAJOR
PROC_6339,가군,IN_PERIOD
A130,PROC_6340,OFFERS
PROC_6340,A130_영어영문학전공,FOR_MAJOR
PROC_6340,가군,IN_PERIOD
A130,PROC_6341,OFFERS
PROC_6341,A130_일본학과,FOR_MAJOR
PROC_6341,가군,IN_PERIOD
A130,PROC_6342,OFFERS
PROC_6342,A130_정치외교학과,FOR_MAJOR
PROC_6342,가군,IN_PERIOD
A130,PROC_6343,OFFERS
